City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
341,Sinnamary,GF,5.38,-52.95,78.58,88,16,8.7,light rain
342,Nehe,CN,48.48,124.83,64.81,90,100,6.85,overcast clouds
343,Zhanaozen,KZ,43.3,52.8,65.3,58,59,9.35,broken clouds
344,Barrow,US,71.29,-156.79,46.4,75,1,9.17,clear sky
345,Calvinia,ZA,-31.47,19.78,45.59,52,56,1.63,broken clouds
346,Kirovskiy,RU,45.09,133.51,77.83,75,100,5.35,moderate rain
347,Laguna,US,38.42,-121.42,84.0,39,1,9.17,haze
348,Kudligi,IN,14.9,76.38,76.55,78,95,13.31,overcast clouds
349,Arkhara,RU,49.42,130.08,67.53,85,100,7.54,light rain
350,Namibe,AO,-15.2,12.15,63.73,92,96,1.01,overcast clouds
351,Berlevag,NO,70.86,29.09,55.4,82,75,11.41,broken clouds
352,Provideniya,RU,64.38,-173.3,53.6,76,75,8.95,broken clouds
353,Ponta Delgada,PT,37.73,-25.67,69.8,94,20,3.36,few clouds
354,Marsh Harbour,BS,26.54,-77.06,84.88,77,1,25.5,light rain
355,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,72.23,80,100,3.8,overcast clouds
356,Vostok,RU,46.49,135.88,69.55,65,100,3.24,overcast clouds
357,Leicester,GB,52.64,-1.13,55.99,48,31,5.01,scattered clouds
358,Khasan,RU,42.43,130.64,72.77,83,100,10.78,overcast clouds
359,Honningsvag,NO,70.98,25.97,55.4,82,75,11.41,broken clouds
360,Peniche,PT,39.36,-9.38,66.99,93,53,10.69,broken clouds
361,Molteno,ZA,-31.4,26.36,45.39,55,60,8.72,broken clouds
362,Pyaozerskiy,RU,65.83,31.17,54.55,89,9,10.85,clear sky
363,Mahebourg,MU,-20.41,57.7,71.6,73,75,13.87,shower rain
364,Komsomolskiy,UZ,40.43,71.72,78.8,31,0,2.24,clear sky
365,Rio Pomba,BR,-21.27,-43.18,58.05,87,93,2.89,overcast clouds
366,Makakilo City,US,21.35,-158.09,87.8,48,1,9.17,clear sky
367,Huarmey,PE,-10.07,-78.15,59.94,85,17,8.39,few clouds
368,Great Falls,US,47.5,-111.3,77.0,26,1,8.05,clear sky
369,Luan,CH,46.36,6.98,62.6,59,90,4.7,overcast clouds
370,Labuhan,ID,-6.88,112.21,88.2,48,13,15.03,few clouds
371,Kibaya,TZ,-5.3,36.57,56.57,88,84,5.5,broken clouds
372,Saint-Pierre,RE,-21.34,55.48,66.2,59,18,8.05,few clouds
373,Roebourne,AU,-20.78,117.13,90.59,17,6,3.87,clear sky
374,Nam Phong,TH,16.7,102.86,82.4,83,75,3.36,broken clouds
375,Chauk,MM,20.88,94.82,80.49,84,100,16.06,light rain
376,Vallenar,CL,-28.57,-70.76,48.67,82,28,4.29,scattered clouds
377,Novoagansk,RU,61.94,76.66,59.41,73,71,2.44,broken clouds
378,Coolum Beach,AU,-26.53,153.1,71.01,31,0,4.0,clear sky
379,Verkhniye Kigi,RU,55.41,58.6,54.34,88,40,4.38,scattered clouds
380,Ixtapa,MX,20.7,-105.2,84.2,74,75,3.09,broken clouds
381,Arkhipo-Osipovka,RU,44.37,38.52,65.59,54,0,13.15,clear sky
382,Derzhavinsk,KZ,51.1,66.32,61.54,66,100,5.82,overcast clouds
383,Hay River,CA,60.82,-115.8,53.6,93,75,2.24,broken clouds
384,Shingu,JP,33.73,135.98,86.0,79,20,6.93,few clouds
385,Jalor,IN,25.35,72.62,80.33,85,95,9.89,light rain
386,Madang,PG,-5.22,145.8,84.58,70,86,8.12,light rain
387,Clevelandia,BR,-26.4,-52.47,47.66,86,0,8.41,clear sky
388,Urengoy,RU,65.97,78.37,56.01,92,100,4.99,overcast clouds
389,Puerto Del Rosario,ES,28.5,-13.86,78.8,41,0,16.11,clear sky
390,Crotone,IT,39.09,17.12,77.67,71,0,1.95,clear sky
391,Samarai,PG,-10.62,150.67,76.69,79,100,15.66,overcast clouds
392,Vila Franca Do Campo,PT,37.72,-25.43,69.8,94,20,3.36,few clouds
393,Sioux Lookout,CA,50.1,-91.92,68.0,88,20,3.36,few clouds
394,Genhe,CN,50.78,121.52,68.59,66,100,3.67,overcast clouds
395,Meadow Lake,US,34.8,-106.54,84.2,21,75,10.29,broken clouds
396,Zhigansk,RU,66.77,123.37,51.37,53,0,8.81,clear sky
397,Ilo,PE,-17.64,-71.34,58.87,83,100,5.64,overcast clouds
398,Ornskoldsvik,SE,63.29,18.72,48.2,81,100,9.17,light rain
399,Kudahuvadhoo,MV,2.67,72.89,83.07,66,79,3.53,broken clouds
400,Kaura Namoda,NG,12.59,6.58,72.79,90,90,10.71,light rain
401,Houma,US,29.6,-90.72,78.01,94,40,3.36,scattered clouds
402,Knysna,ZA,-34.04,23.05,55.4,100,75,9.17,broken clouds
403,Celestun,MX,20.87,-90.4,77.25,85,100,1.41,overcast clouds
404,Coihaique,CL,-45.58,-72.07,33.8,95,80,4.7,broken clouds
405,Fuxin,CN,42.02,121.66,68.05,89,100,2.15,moderate rain
406,Puerto Madryn,AR,-42.77,-65.04,52.95,48,99,3.67,overcast clouds
407,Matamoros,MX,25.53,-103.25,87.8,27,40,20.8,scattered clouds
408,Jiayuguan,CN,39.82,98.3,83.5,14,0,9.15,clear sky
409,Jiupu,CN,41.07,122.95,73.85,92,100,11.61,heavy intensity rain
410,Taltal,CL,-25.4,-70.48,50.79,76,10,0.51,clear sky
411,Lashio,MM,22.93,97.75,77.95,80,91,3.74,light rain
412,Shakawe,BW,-18.37,21.85,55.63,59,0,4.76,clear sky
413,Iwanai,JP,42.97,140.51,82.85,51,33,2.39,scattered clouds
414,Aginskoye,RU,51.1,114.53,61.34,81,98,5.37,moderate rain
415,Kisangani,CD,0.52,25.2,69.96,94,100,1.32,overcast clouds
416,Pokhara,NP,28.23,83.98,80.67,67,64,4.03,broken clouds
417,Zyryanka,RU,65.75,150.85,45.91,57,99,8.55,overcast clouds
418,Borogontsy,RU,62.67,131.17,45.79,78,100,7.7,light rain
419,Mantua,IT,45.17,10.78,66.99,93,95,3.47,overcast clouds
420,Hongjiang,CN,27.11,110.0,92.34,53,1,8.41,clear sky
421,Pisco,PE,-13.7,-76.22,61.0,87,90,10.29,overcast clouds
422,Sukhumi,GE,43.0,41.02,67.42,55,0,8.32,clear sky
423,Bethanien,NA,-26.5,17.16,53.08,38,0,3.94,clear sky
424,Marzuq,YE,14.4,46.47,78.89,60,100,8.61,overcast clouds
425,Mananjary,MG,-21.22,48.33,64.29,86,1,4.43,clear sky
426,Port-Gentil,GA,-0.72,8.78,74.79,79,100,12.06,overcast clouds
427,Oktyabrskoye,RU,43.06,44.74,46.4,100,0,6.71,clear sky
428,Arlit,NE,18.74,7.39,87.73,41,99,9.84,overcast clouds
429,Weiser,US,44.25,-116.97,78.8,57,1,1.25,haze
430,Ketchikan,US,55.34,-131.65,57.2,100,90,4.43,light rain
431,Ngudu,TZ,-2.97,33.33,63.79,67,80,6.15,broken clouds
432,Comodoro Rivadavia,AR,-45.87,-67.5,42.8,81,75,1.12,broken clouds
433,Mount Isa,AU,-20.73,139.5,78.8,12,0,9.17,clear sky
434,Neiafu,TO,-18.65,-173.98,80.6,74,20,12.75,few clouds
435,Myronivka,UA,49.66,30.98,61.54,51,0,8.25,clear sky
436,Margate,GB,51.38,1.39,60.01,58,89,4.0,overcast clouds
437,Peyima,SL,8.7,-11.03,70.18,99,100,2.35,moderate rain
438,Royan,FR,45.63,-1.03,62.6,100,20,1.12,few clouds
439,Mayskiy,RU,47.69,40.1,51.8,57,0,2.24,clear sky
440,Omboue,GA,-1.57,9.26,72.75,82,100,4.79,overcast clouds
441,Semnan,IR,35.57,53.4,77.0,29,0,2.24,clear sky
442,Limbang,MY,4.75,115.0,86.0,74,75,5.82,broken clouds
443,Camacha,PT,33.08,-16.33,71.6,88,40,13.87,scattered clouds
444,Dijkot,PK,31.22,72.98,92.28,53,0,9.93,clear sky
445,Leningradskiy,RU,69.38,178.42,44.62,87,99,10.29,overcast clouds
446,Chapais,CA,49.78,-74.85,50.0,87,1,4.7,clear sky
447,Alakurtti,RU,66.97,30.35,54.0,89,39,5.99,scattered clouds
448,Bilibino,RU,68.05,166.44,40.24,88,100,4.68,overcast clouds
449,Mayya,RU,61.73,130.28,57.2,44,100,8.95,overcast clouds
450,Fort Abbas,PK,29.19,72.85,92.86,52,0,11.88,clear sky
451,Tomatlan,MX,19.93,-105.25,78.17,93,100,2.28,light rain
452,Yarensk,RU,62.17,49.09,58.5,94,100,5.77,overcast clouds
453,Hualmay,PE,-11.1,-77.61,59.5,84,20,7.47,few clouds
454,Lavrentiya,RU,65.58,-171.0,48.65,91,100,5.61,overcast clouds
455,Ikom,NG,5.97,8.71,71.11,97,100,4.45,heavy intensity rain
456,College,US,64.86,-147.8,68.0,56,75,4.7,shower rain
457,Tansen,NP,27.87,83.55,75.94,77,41,3.13,scattered clouds
458,Nadvoitsy,RU,63.87,34.32,56.14,89,25,7.58,scattered clouds
459,Mandurah,AU,-32.55,115.7,66.99,59,40,5.82,scattered clouds
460,Rudnogorsk,RU,57.26,103.75,68.5,56,95,3.85,light rain
461,Castle Rock,US,39.37,-104.86,75.0,29,29,1.01,scattered clouds
462,Senno,RU,59.53,33.92,60.01,94,100,1.01,light rain
463,Nautla,MX,20.22,-96.78,78.62,83,2,5.66,clear sky
464,Salinas,US,36.68,-121.66,66.2,77,20,8.05,few clouds
465,Mandan,US,46.83,-100.89,71.6,82,90,13.87,thunderstorm
466,Chimore,BO,-16.98,-65.13,62.58,72,0,2.82,clear sky
467,Abu Dhabi,AE,24.47,54.37,93.2,52,15,5.82,few clouds
468,Voh,NC,-20.97,164.7,75.9,60,49,9.22,scattered clouds
469,Terney,RU,45.05,136.61,70.92,66,94,5.21,overcast clouds
470,Gizo,SB,-8.1,156.84,82.92,75,100,9.22,light rain
471,Ngunguru,NZ,-35.62,174.5,57.99,3,95,10.0,light rain
472,Gondanglegi,ID,-7.75,112.01,88.39,47,46,6.31,scattered clouds
473,Tambura,SS,5.6,27.47,65.12,98,99,4.21,overcast clouds
474,Dawei,MM,14.08,98.2,83.19,75,43,4.81,scattered clouds
475,Ahuimanu,US,21.44,-157.84,87.8,66,1,10.29,clear sky
476,Bereda,ES,43.27,-7.54,57.99,100,39,4.14,scattered clouds
477,Yuzhno-Kurilsk,RU,44.03,145.86,66.76,79,31,7.34,scattered clouds
478,Yabrud,SY,33.97,36.66,62.6,67,0,2.04,clear sky
479,Bud,US,39.45,-86.18,73.99,88,1,4.88,clear sky
480,Eyl,SO,7.98,49.82,78.94,56,78,23.67,broken clouds
481,Oistins,BB,13.07,-59.53,77.0,83,75,24.16,light intensity shower rain
482,Tahe,CN,52.33,124.73,66.63,86,100,4.7,moderate rain
483,Ziway,ET,7.93,38.72,62.38,82,21,9.08,few clouds
484,Port Keats,AU,-14.25,129.55,92.44,19,0,1.88,clear sky
485,Sola,VU,-13.88,167.55,81.75,80,17,8.81,light rain
486,Kovur,IN,14.48,79.98,88.81,55,100,10.09,overcast clouds
487,Simonesti,RO,46.33,25.1,66.2,93,6,2.24,light rain
488,Sun City West,US,33.66,-112.34,104.0,21,1,3.36,clear sky
489,Bay Roberts,CA,47.6,-53.26,57.99,100,19,1.01,few clouds
490,Chaman,PK,30.92,66.45,86.67,40,0,11.77,clear sky
491,Nkowakowa,ZA,-23.89,30.29,50.0,57,0,4.7,clear sky
492,Cuamba,MZ,-14.8,36.54,57.24,88,98,1.95,overcast clouds
493,Aljezur,PT,37.32,-8.8,59.0,95,0,9.1,clear sky
494,Novyy Urgal,RU,51.07,132.56,69.28,81,100,3.06,moderate rain
495,Flinders,AU,-34.58,150.86,62.01,45,0,5.99,clear sky
496,Ghanzi,BW,-21.57,21.78,55.8,57,0,8.86,clear sky
497,Hami,CN,42.8,93.45,85.77,19,22,4.54,few clouds
498,Moron,AR,-34.65,-58.62,62.6,55,0,10.29,clear sky
499,Bow Island,CA,49.87,-111.37,73.4,27,20,8.05,few clouds
500,Auray,FR,47.67,-2.99,59.0,100,0,3.36,mist
501,Hervey Bay,AU,-25.3,152.85,71.6,17,0,11.41,clear sky
502,Nishihara,JP,26.18,127.76,80.6,94,90,29.89,light intensity shower rain
503,Padang,ID,-0.95,100.35,86.85,61,50,3.53,scattered clouds
504,Ushibuka,JP,32.19,130.02,86.41,65,18,3.31,few clouds
505,Sudbury,CA,46.49,-80.99,68.0,100,90,4.7,light intensity shower rain
506,Vitim,RU,59.45,112.56,72.14,38,0,6.33,clear sky
507,Gushikawa,JP,26.35,127.87,80.6,88,75,34.45,heavy intensity rain
508,Salmon Creek,US,45.71,-122.65,77.0,44,1,8.05,clear sky
509,Santiago Del Estero,AR,-27.8,-64.26,62.89,46,0,15.75,clear sky
510,Qaqortoq,GL,60.72,-46.03,42.8,81,8,3.36,clear sky
511,Yerbogachen,RU,61.28,108.01,62.98,38,43,10.71,scattered clouds
512,Mackay,AU,-21.15,149.2,75.0,40,39,17.22,scattered clouds
513,Barstow,US,34.9,-117.02,98.6,20,1,17.22,clear sky
514,Glowno,PL,51.96,19.72,61.0,93,2,2.24,clear sky
515,Gamba,GA,-2.65,10.0,72.52,85,100,5.17,overcast clouds
516,Yelizovo,RU,53.19,158.38,68.0,45,6,6.71,clear sky
517,Gat,IL,31.61,34.76,75.99,30,0,2.46,clear sky
518,Uvat,RU,59.14,68.9,53.94,95,100,7.94,overcast clouds
519,Abha,SA,18.22,42.51,71.6,52,63,4.7,broken clouds
520,Mabaruma,GY,8.2,-59.78,75.0,90,99,1.74,overcast clouds
521,Russell,US,32.35,-85.2,75.2,94,1,4.7,clear sky
522,Egvekinot,RU,66.32,-179.17,51.42,76,71,5.41,broken clouds
523,Jalu,LY,29.03,21.55,73.31,56,0,8.14,clear sky
524,Belmonte,BR,-15.86,-38.88,66.2,88,75,8.05,broken clouds
525,Xinmin,CN,41.99,122.83,71.6,100,90,8.95,light rain
526,Kijang,KR,35.24,129.21,89.6,49,20,8.05,few clouds
527,Sarh,TD,9.14,18.39,73.4,94,75,3.53,light rain
528,Kodinsk,RU,58.69,99.18,70.88,48,0,3.4,clear sky
529,Pontianak,ID,-0.03,109.33,91.4,58,99,1.23,overcast clouds
530,San Jose,US,37.34,-121.89,75.99,64,90,10.29,smoke
531,Torit,SS,4.41,32.57,68.25,94,71,1.14,moderate rain
532,Sur,OM,22.57,59.53,80.76,74,64,11.01,broken clouds
533,Whitehorse,CA,60.72,-135.05,60.8,72,75,6.93,shower rain
534,North Bend,US,43.41,-124.22,64.0,87,40,12.75,scattered clouds
535,Port Hedland,AU,-20.32,118.57,95.0,31,13,8.05,few clouds
536,Touros,BR,-5.2,-35.46,69.8,100,20,3.36,few clouds
537,Port Moresby,PG,-9.44,147.18,80.6,65,75,11.41,haze
538,Amapa,BR,1.0,-52.0,70.3,99,46,1.59,scattered clouds
539,Kupang,ID,-10.17,123.58,91.4,31,20,16.11,few clouds
540,Jiangyou,CN,31.77,104.72,83.66,64,89,4.76,overcast clouds
541,Saint-Francois,FR,46.42,3.91,57.2,82,80,1.12,broken clouds
542,Lakeside,US,30.13,-81.77,81.0,94,40,8.05,scattered clouds
543,Dudinka,RU,69.41,86.18,60.8,77,40,20.13,scattered clouds
544,Jacqueville,CI,5.21,-4.41,75.2,94,20,3.36,few clouds
545,Teguise,ES,29.06,-13.56,73.4,78,0,27.51,clear sky
546,Phan Thiet,VN,10.93,108.1,89.11,61,40,9.53,scattered clouds
547,Okato,NZ,-39.2,173.88,54.0,72,79,5.99,light rain
548,Yashkino,RU,55.87,85.43,55.4,93,40,6.71,scattered clouds
549,Ilulissat,GL,69.22,-51.1,39.2,80,0,4.41,clear sky
550,Shihezi,CN,44.3,86.03,84.51,18,71,3.02,broken clouds
551,Wheeling,US,42.14,-87.93,75.0,94,1,3.76,clear sky
552,Mitzic,GA,0.78,11.55,66.96,98,100,2.64,overcast clouds
553,Challapata,BO,-18.9,-66.77,38.82,65,0,1.7,clear sky
554,Arraias,BR,-12.93,-46.94,71.62,56,21,4.32,few clouds
555,Inhambane,MZ,-23.86,35.38,63.28,79,0,7.76,clear sky
556,Hede,CN,33.77,120.25,88.03,71,40,10.22,scattered clouds
557,Farafangana,MG,-22.82,47.83,65.34,87,11,7.9,few clouds
558,Sloboda,RU,51.14,40.3,60.13,57,28,4.47,scattered clouds
559,Finote Selam,ET,10.7,37.27,57.92,94,100,1.95,light rain
560,Buala,SB,-8.14,159.59,84.61,71,58,6.13,light rain
561,Baraut,IN,29.1,77.27,82.4,88,75,6.93,mist
562,Islahiye,TR,37.02,36.63,72.0,45,0,6.93,clear sky
563,Contramaestre,CU,20.3,-76.24,77.0,100,90,13.87,light rain
564,Iracoubo,GF,5.48,-53.2,78.28,89,28,8.66,light rain
565,Guiratinga,BR,-16.35,-53.76,70.59,52,0,4.29,clear sky
566,Pedernales,DO,18.04,-71.74,81.86,71,98,7.11,overcast clouds
567,Kingsport,US,36.55,-82.56,72.0,83,75,3.49,broken clouds
568,Warmbad,NA,-28.45,18.73,56.89,34,0,3.98,clear sky
569,Bulawayo,ZW,-20.15,28.58,52.39,76,17,3.76,few clouds
570,Maryville,US,35.76,-83.97,75.99,78,75,2.91,broken clouds
571,Niquelandia,BR,-14.47,-48.46,70.63,58,55,3.96,broken clouds
572,Salinopolis,BR,-0.61,-47.36,79.02,84,6,11.45,clear sky
573,Bellevue,US,47.61,-122.2,69.01,49,40,8.05,scattered clouds
574,Harper,LR,4.38,-7.72,75.65,82,100,7.09,overcast clouds
575,Tabas,IR,33.6,56.92,87.8,16,0,2.24,clear sky
576,Maraa,BR,-1.83,-65.37,71.92,69,0,2.1,clear sky
577,Amga,RU,60.9,131.96,61.86,37,95,5.28,overcast clouds
578,Roald,NO,62.58,6.13,48.2,76,86,13.87,light rain
579,Inowroclaw,PL,52.8,18.26,57.99,87,0,6.93,clear sky
580,Chifeng,CN,42.27,118.96,77.0,54,99,5.48,overcast clouds
581,Sulina,RO,45.16,29.65,69.46,73,0,1.36,clear sky
582,Chara,RU,56.91,118.26,61.92,59,99,3.87,light rain
583,Bilma,NE,18.69,12.92,88.88,41,70,10.47,broken clouds
584,Aksarka,RU,66.56,67.8,51.76,86,97,8.81,overcast clouds
585,Saldanha,ZA,-33.01,17.94,50.0,93,91,5.82,overcast clouds
586,Vila Velha,BR,-20.33,-40.29,66.2,77,75,8.05,broken clouds
587,Port Macquarie,AU,-31.43,152.92,68.0,34,0,8.68,clear sky
588,Antsohihy,MG,-14.88,47.99,70.11,63,68,7.18,broken clouds
589,Pundaguitan,PH,6.37,126.17,83.68,70,76,2.82,broken clouds
590,Karpogory,RU,64.0,44.45,59.43,93,100,7.2,overcast clouds
591,Cartagena,CO,10.4,-75.51,81.0,79,62,4.72,broken clouds
592,Yaan,NG,7.38,8.57,70.86,97,100,6.04,light rain
593,Gazanjyk,TM,39.24,55.52,75.2,39,81,5.17,broken clouds
594,Humboldt,US,40.67,-123.92,57.99,93,90,4.7,overcast clouds
595,Embonas,GR,36.23,27.86,77.0,83,0,9.17,clear sky
596,Ardakan,IR,32.31,54.02,82.4,17,0,4.7,clear sky
597,Winslow,US,35.02,-110.7,84.2,25,1,8.05,clear sky
598,Kawalu,ID,-7.38,108.21,77.94,76,100,3.49,light rain
599,Aberdeen,GB,57.14,-2.1,50.0,87,75,8.05,broken clouds
600,Lima,PE,-12.04,-77.03,62.6,67,90,10.29,overcast clouds
601,Mildura,AU,-34.2,142.15,53.6,54,90,6.93,overcast clouds
602,Goderich,CA,43.75,-81.72,79.0,70,0,3.0,clear sky
603,Seddon,AU,-37.81,144.89,54.0,62,90,11.41,overcast clouds
604,Vigia Del Fuerte,CO,6.58,-76.89,74.28,94,99,1.81,overcast clouds
605,Mubi,NG,10.27,13.26,67.24,91,100,3.29,overcast clouds
606,Meulaboh,ID,4.14,96.13,85.82,68,9,5.66,clear sky
607,Natal,BR,-5.79,-35.21,73.4,88,20,6.93,few clouds
608,Tura,IN,25.52,90.22,82.63,85,63,3.11,moderate rain
609,Champerico,GT,14.3,-91.92,79.09,86,100,4.88,moderate rain
610,Bayburt,TR,40.26,40.23,50.16,70,0,1.03,clear sky
611,Shimoda,JP,34.67,138.95,84.2,70,20,13.87,few clouds
612,Axim,GH,4.87,-2.24,73.36,88,37,9.51,scattered clouds
613,Bosaso,SO,11.28,49.18,89.83,43,68,19.66,broken clouds
614,Lipari,IT,38.47,14.95,78.01,77,42,1.01,scattered clouds
615,Sri Aman,MY,1.24,111.46,86.0,74,40,2.24,scattered clouds
616,Hirara,JP,24.8,125.28,84.2,83,75,14.99,shower rain
617,Barabai,ID,-2.58,115.38,94.73,37,0,1.39,clear sky
618,Aksu,CN,41.12,80.26,87.42,21,0,3.02,clear sky
619,Cap Malheureux,MU,-19.98,57.61,72.0,72,41,8.99,scattered clouds
620,Rio Gallegos,AR,-51.62,-69.22,32.0,88,8,10.29,clear sky
621,Bonavista,CA,48.65,-53.11,60.01,83,82,10.0,broken clouds
622,Menongue,AO,-14.66,17.69,53.29,45,8,4.9,clear sky
623,Alofi,NU,-19.06,-169.92,78.8,74,75,17.22,broken clouds
624,Quatre Cocos,MU,-20.21,57.76,72.0,73,75,13.87,shower rain
625,Ambilobe,MG,-13.2,49.05,68.99,66,59,3.24,broken clouds
626,Nabire,ID,-3.37,135.48,82.6,74,86,8.86,light rain
627,Innisfail,AU,-17.53,146.03,78.01,35,7,5.99,clear sky
628,Latehar,IN,23.75,84.5,84.87,68,17,6.69,few clouds
629,Bakel,SN,14.9,-12.46,79.02,85,99,7.87,light rain
630,Oranjemund,NA,-28.55,16.43,50.95,94,3,4.7,clear sky
631,Payakumbuh,ID,-0.22,100.63,83.86,59,26,4.83,scattered clouds
632,Port Blair,IN,11.67,92.75,84.97,74,70,11.12,broken clouds
633,Dobrokoz,HU,46.42,18.24,68.0,65,69,4.0,broken clouds
634,Saumur,FR,47.33,-0.25,54.0,93,76,2.01,broken clouds
635,Shu,KZ,43.6,73.76,86.7,18,96,9.31,overcast clouds
636,La Mana,EC,-0.93,-79.22,73.81,66,82,1.43,broken clouds
637,Tonj,SS,7.27,28.68,69.55,95,100,2.84,overcast clouds
638,Vanimo,PG,-2.67,141.3,78.28,86,98,7.99,light rain
639,Kitimat,CA,54.05,-128.65,57.0,90,86,2.48,light rain
640,Leshukonskoye,RU,64.9,45.76,59.05,94,98,5.95,overcast clouds
641,Geraldton,AU,-28.77,114.6,64.4,63,6,8.05,clear sky
642,Atherton,GB,53.52,-2.49,57.99,86,95,4.0,overcast clouds
643,Mbala,ZM,-8.84,31.37,55.02,84,37,9.04,scattered clouds
644,Esfahan,IR,32.66,51.68,59.0,26,0,4.7,clear sky
645,Stadskanaal,NL,52.98,6.95,60.01,92,100,1.99,overcast clouds
646,Dombarovskiy,RU,50.76,59.54,61.07,65,0,11.41,clear sky
647,Honiara,SB,-9.43,159.95,87.8,70,75,6.93,shower rain
648,Nanchang,CN,28.68,115.88,95.88,52,0,9.64,clear sky
649,Carutapera,BR,-1.2,-46.02,75.94,90,16,5.64,few clouds
650,Damoh,IN,23.83,79.45,78.98,84,74,13.0,broken clouds
651,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,66.25,48,99,7.63,overcast clouds
652,Daru,PG,-9.08,143.21,79.93,65,87,13.49,overcast clouds
653,Khawhai,IN,23.37,93.12,74.43,91,25,1.21,moderate rain
654,Mosquera,CO,4.71,-74.23,53.6,87,40,5.82,scattered clouds
655,Yeppoon,AU,-23.13,150.73,75.2,15,4,8.05,clear sky
656,Kavaratti,IN,10.57,72.64,81.7,78,99,14.05,overcast clouds
657,Priladozhskiy,RU,59.85,31.48,57.99,98,99,8.21,overcast clouds
658,Aleksandrovsk-Sakhalinskiy,RU,50.9,142.16,62.51,87,96,1.72,light rain
659,Douglas,US,41.3,-96.17,82.4,74,1,7.61,clear sky
660,Nuevitas,CU,21.55,-77.26,80.6,83,75,26.4,broken clouds
661,Kabompo,ZM,-13.59,24.2,52.79,66,19,5.46,few clouds
662,Aksum,ET,14.12,38.72,59.23,97,99,3.67,light rain
663,Pangkalanbuun,ID,-2.68,111.62,89.35,58,31,4.47,light rain
664,Lagunas,PE,-5.23,-75.68,69.35,84,0,1.72,clear sky
665,Takoradi,GH,4.88,-1.76,72.86,90,32,8.79,scattered clouds
666,Longyan,CN,25.11,117.02,92.5,51,15,3.42,few clouds
667,Marrakesh,MA,31.63,-8.01,80.6,36,40,2.24,scattered clouds
668,Svetlogorsk,BY,52.63,29.73,62.91,97,100,4.03,overcast clouds
669,Tsiroanomandidy,MG,-18.77,46.03,56.71,68,80,3.27,broken clouds
670,Sotouboua,TG,8.57,0.98,68.04,95,100,0.81,overcast clouds
671,Micoud,LC,13.82,-60.9,78.8,88,75,5.82,broken clouds
672,Dhupgari,IN,26.59,89.01,88.0,68,15,4.34,light rain
673,Gannan,CN,47.91,123.5,74.26,73,87,6.11,light rain
674,Phalodi,IN,27.13,72.37,91.87,52,27,7.92,scattered clouds
675,Kantemirovka,RU,49.71,39.86,62.96,53,3,2.89,clear sky
676,Katsuura,JP,35.13,140.3,91.0,66,40,10.29,scattered clouds
677,Cosala,MX,24.41,-106.69,84.99,87,8,3.0,light rain
678,Grants,US,35.15,-107.85,75.2,23,1,14.27,clear sky
679,Evensk,RU,61.95,159.23,52.52,49,100,4.68,overcast clouds
680,Broken Hill,AU,-31.95,141.43,53.6,46,90,5.82,overcast clouds
681,Panguna,PG,-6.32,155.48,77.02,78,100,2.93,light rain
682,Savalou,BJ,7.93,1.98,70.29,89,96,4.88,overcast clouds
683,Vila,PT,42.03,-8.16,59.0,88,0,1.01,clear sky
684,Beachwood,US,41.46,-81.51,75.99,83,5,4.7,clear sky
685,Stillwater,US,36.12,-97.06,80.6,51,1,5.82,clear sky
